invoice_no,customer_id,category,quantity,price,payment_method,invoice_date,shopping_mall
I863594,720,Shoes,3,1800.51,Cash,10/2/2023,Mall of Istanbul
I287746,452,Cosmetics,4,162.64,Debit Card,7/2/2022,Viaport Outlet
I490066,278,Cosmetics,1,40.66,Credit Card,26/11/2021,Kanyon
I198577,595,Clothing,2,600.16,Debit Card,25/05/2022,Mall of Istanbul
I128326,1202,Toys,4,143.36,Credit Card,23/06/2021,Istinye Park
I105943,239,Shoes,4,2400.68,Cash,20/03/2021,Kanyon
I318859,938,Toys,2,71.68,Credit Card,11/2/2023,Kanyon
I271398,2511,Food & Beverage,2,10.46,Cash,24/08/2022,Metrocity
I241403,249,Shoes,4,2400.68,Credit Card,19/11/2022,Metropol AVM
I724247,2452,Shoes,5,3000.85,Debit Card,27/10/2022,Kanyon
I229480,494,Food & Beverage,1,5.23,Cash,31/03/2022,Mall of Istanbul
I161292,1156,Clothing,1,300.08,Credit Card,7/3/2022,Kanyon
I481369,106,Clothing,4,1200.32,Debit Card,30/07/2022,Mall of Istanbul
I144123,667,Food & Beverage,5,26.15,Cash,8/11/2021,Istinye Park
I372431,640,Clothing,2,600.16,Credit Card,15/01/2022,Istinye Park
I101115,1153,Cosmetics,4,162.64,Credit Card,1/8/2021,Metrocity
I561954,1292,Cosmetics,2,81.32,Credit Card,24/06/2022,Kanyon
I259863,2073,Food & Beverage,3,15.69,Credit Card,21/11/2022,Metrocity
I150289,385,Shoes,4,2400.68,Debit Card,22/05/2021,Mall of Istanbul
I296559,712,Toys,2,71.68,Cash,1/3/2021,Kanyon
I284556,1397,Souvenir,3,35.19,Cash,7/8/2022,Mall of Istanbul
I263657,352,Books,4,60.6,Credit Card,24/02/2023,Mall of Istanbul
I981620,1289,Toys,4,143.36,Credit Card,10/3/2022,Mall of Istanbul
I317687,3035,Shoes,1,600.17,Cash,20/10/2021,Istinye Park
I236910,2265,Cosmetics,1,40.66,Credit Card,30/12/2022,Kanyon
I264613,683,Shoes,4,2400.68,Debit Card,23/06/2021,Mall of Istanbul
I281869,205,Clothing,1,300.08,Credit Card,19/04/2021,Metrocity
I112828,899,Toys,2,71.68,Debit Card,20/02/2021,Cevahir AVM
I116617,443,Shoes,3,1800.51,Cash,4/10/2022,Kanyon
I906021,192,Cosmetics,2,81.32,Credit Card,20/08/2021,Emaar Square Mall
I914378,4188,Clothing,3,900.24,Credit Card,14/09/2022,Kanyon
I794416,16,Clothing,5,1500.4,Cash,5/7/2021,Cevahir AVM
I254497,614,Clothing,1,300.08,Credit Card,16/10/2021,Metropol AVM
I123215,191,Clothing,4,1200.32,Debit Card,15/01/2021,Istinye Park
I121925,1136,Clothing,2,600.16,Cash,4/5/2022,Kanyon
I320130,613,Technology,5,5250.0,Credit Card,17/02/2021,Metropol AVM
I624905,1588,Clothing,2,600.16,Debit Card,27/05/2022,Metropol AVM
I237699,1424,Toys,5,179.2,Credit Card,8/11/2022,Metrocity
I280122,593,Technology,2,2100.0,Debit Card,5/12/2021,Kanyon
I243840,439,Clothing,2,600.16,Cash,31/12/2022,Forum Istanbul
I162706,1395,Books,2,30.3,Cash,17/05/2021,Metrocity
I204316,167,Food & Beverage,4,20.92,Debit Card,1/10/2021,Emaar Square Mall
I281317,1110,Clothing,3,900.24,Debit Card,26/01/2022,Mall of Istanbul
I323066,236,Food & Beverage,4,20.92,Credit Card,6/1/2022,Metrocity
I849745,4,Clothing,2,600.16,Cash,2/7/2022,Emaar Square Mall
I113875,474,Clothing,2,600.16,Credit Card,16/05/2022,Viaport Outlet
I250995,247,Clothing,3,900.24,Cash,31/10/2021,Zorlu Center
I112453,1080,Toys,1,35.84,Cash,18/12/2022,Metrocity
I167186,1183,Cosmetics,5,203.3,Credit Card,6/10/2021,Forum Istanbul
I201162,176,Toys,5,179.2,Debit Card,4/6/2021,Zorlu Center
I310698,1641,Clothing,3,900.24,Debit Card,24/05/2022,Emaar Square Mall
I187928,1223,Cosmetics,2,81.32,Credit Card,21/06/2021,Metrocity
I219493,292,Food & Beverage,4,20.92,Cash,11/9/2022,Kanyon
I325280,263,Shoes,1,600.17,Credit Card,8/2/2021,Istinye Park
I215776,476,Cosmetics,1,40.66,Cash,31/10/2021,Metrocity
I182697,311,Shoes,1,600.17,Debit Card,21/12/2021,Kanyon
I108836,351,Clothing,3,900.24,Cash,4/5/2022,Metropol AVM
I280262,1166,Toys,5,179.2,Debit Card,18/11/2021,Mall of Istanbul
I171865,2903,Souvenir,2,23.46,Cash,12/9/2021,Emaar Square Mall
I566991,193,Shoes,3,1800.51,Cash,9/2/2022,Kanyon
I199171,2883,Toys,2,71.68,Credit Card,14/03/2022,Kanyon
I126385,446,Clothing,1,300.08,Credit Card,6/7/2022,Forum Istanbul
I248358,337,Toys,4,143.36,Credit Card,7/5/2022,Metropol AVM
I252226,2401,Clothing,3,900.24,Cash,14/01/2022,Metrocity
I182716,3014,Cosmetics,2,81.32,Credit Card,30/01/2022,Kanyon
I204148,436,Clothing,5,1500.4,Credit Card,3/4/2022,Forum Istanbul
I242622,43,Shoes,3,1800.51,Cash,14/10/2021,Zorlu Center
I742615,763,Clothing,3,900.24,Credit Card,21/11/2021,Forum Istanbul
I249601,6020,Clothing,4,1200.32,Debit Card,26/03/2022,Metropol AVM
I693375,1548,Cosmetics,2,81.32,Cash,22/07/2021,Zorlu Center
I311866,1756,Shoes,1,600.17,Credit Card,26/10/2021,Emaar Square Mall
I331786,48,Food & Beverage,5,26.15,Cash,8/7/2022,Viaport Outlet
I234103,305,Clothing,2,600.16,Credit Card,14/06/2021,Mall of Istanbul
I321546,813,Books,1,15.15,Credit Card,21/02/2023,Kanyon
I113166,2170,Clothing,5,1500.4,Debit Card,13/10/2021,Forum Istanbul
I728980,1488,Books,3,45.45,Credit Card,18/05/2021,Viaport Outlet
I118792,393,Technology,4,4200.0,Cash,4/8/2021,Metrocity
I271767,2902,Food & Beverage,2,10.46,Cash,4/5/2022,Emaar Square Mall
I101829,190,Technology,2,2100.0,Credit Card,25/11/2021,Istinye Park
I124533,930,Cosmetics,3,121.98,Cash,8/1/2022,Kanyon
I155663,675,Clothing,5,1500.4,Cash,19/01/2021,Istinye Park
I346520,74,Technology,5,5250.0,Debit Card,20/04/2021,Mall of Istanbul
I446432,407,Technology,5,5250.0,Cash,6/6/2021,Mall of Istanbul
I280040,333,Food & Beverage,1,5.23,Cash,8/4/2022,Cevahir AVM
I404735,456,Clothing,4,1200.32,Credit Card,29/07/2021,Metropol AVM
I852794,931,Cosmetics,1,40.66,Cash,7/12/2021,Metrocity
I187290,366,Shoes,1,600.17,Cash,10/7/2022,Metrocity
I729986,263,Clothing,2,600.16,Credit Card,29/05/2022,Forum Istanbul
I173583,262,Clothing,4,1200.32,Cash,8/11/2022,Cevahir AVM
I324019,139,Toys,1,35.84,Debit Card,31/03/2022,Viaport Outlet
I315551,361,Clothing,4,1200.32,Cash,17/01/2022,Kanyon
I792507,1558,Food & Beverage,3,15.69,Credit Card,18/06/2021,Metrocity
I161335,411,Food & Beverage,1,5.23,Cash,18/08/2021,Cevahir AVM
I156803,2866,Cosmetics,2,81.32,Credit Card,21/08/2021,Mall of Istanbul
I619628,62,Cosmetics,1,40.66,Cash,15/02/2022,Metrocity
I322809,1154,Clothing,2,600.16,Cash,9/4/2021,Metropol AVM
I153955,1787,Shoes,2,1200.34,Cash,22/06/2021,Mall of Istanbul
I287309,309,Shoes,4,2400.68,Credit Card,3/7/2022,Emaar Square Mall
I576934,870,Shoes,4,2400.68,Credit Card,10/9/2021,Istinye Park
I304423,165,Books,2,30.3,Cash,25/01/2023,Mall of Istanbul
I465738,698,Books,3,45.45,Cash,21/05/2021,Cevahir AVM
I157388,244,Food & Beverage,3,15.69,Debit Card,8/3/2022,Metrocity
I127594,1646,Clothing,2,600.16,Cash,25/04/2022,Mall of Istanbul
I151014,1122,Books,1,15.15,Credit Card,25/05/2021,Mall of Istanbul
I763301,2746,Shoes,4,2400.68,Cash,9/1/2023,Istinye Park
I219396,1138,Clothing,4,1200.32,Cash,13/10/2022,Kanyon
I237647,888,Technology,4,4200.0,Credit Card,22/10/2022,Forum Istanbul
I269977,1229,Books,2,30.3,Cash,1/9/2022,Zorlu Center
I263421,1247,Clothing,5,1500.4,Cash,29/04/2021,Istinye Park
I193205,1696,Cosmetics,2,81.32,Cash,4/2/2021,Emaar Square Mall
I247345,305,Cosmetics,4,162.64,Credit Card,23/01/2022,Viaport Outlet
I452371,2228,Cosmetics,3,121.98,Cash,22/06/2021,Kanyon
I130002,502,Food & Beverage,3,15.69,Credit Card,6/2/2022,Forum Istanbul
I115922,19,Clothing,3,900.24,Cash,10/4/2022,Viaport Outlet
I334211,1307,Clothing,3,900.24,Cash,14/08/2021,Cevahir AVM
I190771,2494,Clothing,2,600.16,Cash,24/08/2021,Cevahir AVM
I308735,895,Cosmetics,4,162.64,Debit Card,18/07/2022,Forum Istanbul
I278675,971,Toys,3,107.52,Cash,7/9/2022,Mall of Istanbul
I324051,1203,Souvenir,2,23.46,Credit Card,24/04/2022,Mall of Istanbul
I259227,3167,Shoes,2,1200.34,Credit Card,9/1/2022,Viaport Outlet
I245706,1743,Clothing,4,1200.32,Cash,12/4/2022,Metropol AVM
I331239,587,Toys,3,107.52,Debit Card,6/6/2022,Mall of Istanbul
I181980,595,Cosmetics,5,203.3,Debit Card,8/11/2022,Metropol AVM
I157899,1553,Cosmetics,4,162.64,Cash,18/08/2022,Zorlu Center
I177066,840,Cosmetics,4,162.64,Cash,8/4/2021,Kanyon
I335165,776,Shoes,3,1800.51,Credit Card,6/9/2022,Kanyon
I831978,61,Food & Beverage,5,26.15,Credit Card,4/6/2022,Kanyon
I968835,641,Souvenir,3,35.19,Credit Card,10/11/2022,Mall of Istanbul
I228663,317,Clothing,5,1500.4,Cash,9/8/2022,Mall of Istanbul
I304738,975,Food & Beverage,1,5.23,Cash,6/1/2023,Kanyon
I107308,3029,Food & Beverage,1,5.23,Debit Card,25/02/2022,Metrocity
I299412,151,Toys,1,35.84,Credit Card,28/04/2022,Istinye Park
I114115,895,Clothing,3,900.24,Cash,21/09/2022,Kanyon
I339396,403,Technology,1,1050.0,Cash,5/3/2021,Kanyon
I195900,153,Toys,2,71.68,Cash,24/01/2021,Mall of Istanbul
I126334,1770,Clothing,3,900.24,Debit Card,16/09/2022,Mall of Istanbul
I126712,853,Souvenir,1,11.73,Credit Card,9/5/2022,Emaar Square Mall
I110896,765,Souvenir,3,35.19,Debit Card,16/08/2021,Istinye Park
I240331,3631,Food & Beverage,4,20.92,Credit Card,5/2/2022,Kanyon
I167775,125,Cosmetics,5,203.3,Cash,6/2/2021,Forum Istanbul
I307088,2587,Food & Beverage,3,15.69,Cash,7/5/2022,Mall of Istanbul
I282316,215,Clothing,2,600.16,Credit Card,21/10/2022,Metropol AVM
I736022,5,Souvenir,3,35.19,Cash,6/1/2023,Metropol AVM
I625016,2105,Souvenir,3,35.19,Credit Card,27/10/2022,Metrocity
I401285,368,Shoes,1,600.17,Cash,30/01/2023,Zorlu Center
I369721,146,Clothing,2,600.16,Debit Card,25/08/2021,Emaar Square Mall
I152311,888,Clothing,2,600.16,Cash,21/06/2022,Metrocity
I217469,2584,Clothing,4,1200.32,Cash,6/2/2023,Metropol AVM
I589850,385,Shoes,5,3000.85,Cash,25/09/2021,Metropol AVM
I131844,3014,Clothing,5,1500.4,Cash,16/06/2021,Metrocity
I278019,40,Clothing,2,600.16,Credit Card,27/03/2021,Cevahir AVM
I277505,999,Clothing,3,900.24,Debit Card,29/10/2022,Metropol AVM
I179922,2798,Food & Beverage,5,26.15,Cash,5/3/2021,Metropol AVM
I199833,509,Clothing,5,1500.4,Credit Card,15/11/2021,Istinye Park
I381515,1241,Cosmetics,4,162.64,Cash,23/01/2023,Mall of Istanbul
I202369,773,Books,5,75.75,Credit Card,12/2/2021,Kanyon
I556186,1506,Clothing,5,1500.4,Cash,16/06/2022,Viaport Outlet
I253883,1318,Clothing,1,300.08,Cash,12/1/2022,Kanyon
I235811,544,Clothing,3,900.24,Debit Card,3/4/2022,Forum Istanbul
I309408,950,Clothing,1,300.08,Cash,19/07/2021,Cevahir AVM
I276504,142,Clothing,4,1200.32,Cash,14/07/2022,Metrocity
I979748,1624,Clothing,1,300.08,Cash,29/03/2022,Mall of Istanbul
I182243,631,Clothing,2,600.16,Credit Card,27/02/2021,Mall of Istanbul
I208229,664,Cosmetics,1,40.66,Credit Card,2/10/2021,Istinye Park
I140419,234,Technology,5,5250.0,Cash,1/12/2022,Mall of Istanbul
I195759,91,Cosmetics,1,40.66,Debit Card,29/03/2021,Kanyon
I138522,262,Cosmetics,2,81.32,Cash,18/08/2022,Kanyon
I301961,1634,Technology,1,1050.0,Credit Card,10/7/2021,Viaport Outlet
I371949,1818,Toys,2,71.68,Credit Card,1/1/2021,Metrocity
I339002,497,Shoes,5,3000.85,Cash,9/2/2023,Metrocity
I208868,828,Food & Beverage,5,26.15,Cash,21/07/2021,Metropol AVM
I163273,2260,Technology,2,2100.0,Cash,27/07/2021,Kanyon
I907172,378,Clothing,2,600.16,Credit Card,18/02/2021,Istinye Park
I118591,1386,Clothing,1,300.08,Credit Card,3/8/2021,Metrocity
I305208,1100,Cosmetics,2,81.32,Credit Card,2/4/2021,Mall of Istanbul
I901243,1135,Clothing,5,1500.4,Credit Card,28/10/2021,Istinye Park
I230905,758,Shoes,4,2400.68,Cash,5/2/2021,Cevahir AVM
I177243,909,Shoes,4,2400.68,Credit Card,6/6/2022,Mall of Istanbul
I163777,2215,Food & Beverage,1,5.23,Credit Card,8/8/2021,Metropol AVM
I114957,361,Souvenir,1,11.73,Debit Card,31/05/2022,Cevahir AVM
I929058,602,Clothing,5,1500.4,Debit Card,12/4/2021,Mall of Istanbul
I225132,1394,Clothing,1,300.08,Credit Card,29/06/2021,Metrocity
I323225,51,Food & Beverage,4,20.92,Cash,6/12/2022,Kanyon
I143594,405,Food & Beverage,2,10.46,Cash,2/7/2021,Metropol AVM
I591573,756,Clothing,3,900.24,Debit Card,18/11/2021,Metrocity
I123696,518,Toys,1,35.84,Credit Card,23/10/2021,Kanyon
I267556,629,Clothing,1,300.08,Credit Card,7/11/2021,Kanyon
I183484,69,Clothing,5,1500.4,Cash,7/9/2021,Emaar Square Mall
I411070,187,Cosmetics,3,121.98,Cash,2/2/2023,Mall of Istanbul
I161397,478,Clothing,5,1500.4,Credit Card,5/3/2021,Emaar Square Mall
I268469,597,Cosmetics,4,162.64,Cash,31/07/2022,Emaar Square Mall
I294265,904,Toys,5,179.2,Debit Card,26/06/2021,Metrocity
I163437,141,Cosmetics,4,162.64,Credit Card,18/09/2022,Kanyon
I310983,56,Cosmetics,3,121.98,Cash,22/06/2021,Istinye Park
I220453,1613,Toys,1,35.84,Debit Card,30/05/2022,Viaport Outlet
I193242,459,Cosmetics,5,203.3,Credit Card,19/10/2021,Kanyon
I269943,406,Toys,1,35.84,Cash,9/5/2021,Mall of Istanbul
I123008,696,Shoes,4,2400.68,Credit Card,26/01/2021,Emaar Square Mall
I472618,489,Clothing,1,300.08,Credit Card,30/09/2022,Mall of Istanbul
I238260,6562,Food & Beverage,2,10.46,Cash,27/02/2022,Kanyon
I120710,260,Clothing,5,1500.4,Cash,23/05/2021,Metropol AVM
I658582,2825,Toys,1,35.84,Cash,5/3/2023,Zorlu Center
I283550,971,Toys,3,107.52,Credit Card,8/1/2021,Viaport Outlet
I344119,787,Food & Beverage,1,5.23,Credit Card,25/02/2021,Kanyon
I120847,1491,Cosmetics,2,81.32,Debit Card,21/03/2021,Metrocity
I367716,176,Food & Beverage,3,15.69,Debit Card,4/7/2022,Zorlu Center
I141357,334,Toys,5,179.2,Credit Card,10/8/2021,Kanyon
I571592,893,Technology,1,1050.0,Cash,11/3/2022,Istinye Park
I284769,657,Souvenir,3,35.19,Cash,22/04/2021,Mall of Istanbul
I903246,1373,Souvenir,3,35.19,Debit Card,6/3/2023,Metropol AVM
I272236,135,Souvenir,5,58.65,Cash,25/05/2021,Metropol AVM
I312482,114,Technology,1,1050.0,Credit Card,25/01/2021,Istinye Park
I336723,1148,Toys,3,107.52,Credit Card,19/02/2022,Cevahir AVM
I407808,3323,Toys,4,143.36,Debit Card,29/05/2022,Emaar Square Mall
I156512,1993,Clothing,4,1200.32,Credit Card,29/01/2021,Kanyon
I333236,1520,Cosmetics,2,81.32,Credit Card,12/3/2021,Mall of Istanbul
I174507,584,Clothing,2,600.16,Cash,26/06/2021,Metropol AVM
I910595,766,Clothing,1,300.08,Cash,21/02/2022,Istinye Park
I172862,923,Cosmetics,1,40.66,Cash,23/07/2022,Mall of Istanbul
I172894,710,Souvenir,2,23.46,Cash,12/11/2021,Metropol AVM
I296799,94,Food & Beverage,2,10.46,Debit Card,11/9/2021,Metropol AVM
I106539,272,Shoes,2,1200.34,Cash,1/8/2022,Istinye Park
I172083,89,Toys,5,179.2,Cash,26/02/2023,Metrocity
I140136,1443,Shoes,5,3000.85,Debit Card,27/09/2022,Emaar Square Mall
I335125,568,Shoes,2,1200.34,Cash,20/01/2021,Viaport Outlet
I351274,334,Shoes,4,2400.68,Cash,17/10/2022,Metrocity
I750462,34,Clothing,3,900.24,Credit Card,23/11/2021,Forum Istanbul
I163502,1165,Clothing,3,900.24,Debit Card,8/10/2021,Metrocity
I213487,2766,Technology,4,4200.0,Cash,14/05/2022,Emaar Square Mall
I233182,1580,Technology,2,2100.0,Cash,8/5/2021,Istinye Park
I138602,446,Clothing,5,1500.4,Debit Card,11/1/2021,Forum Istanbul
I243998,502,Clothing,4,1200.32,Debit Card,14/10/2022,Mall of Istanbul
I544789,998,Technology,3,3150.0,Credit Card,14/12/2021,Viaport Outlet
I293715,535,Souvenir,3,35.19,Credit Card,17/05/2022,Cevahir AVM
I862460,945,Clothing,1,300.08,Credit Card,8/12/2021,Metropol AVM
I329023,2227,Toys,1,35.84,Credit Card,8/9/2021,Forum Istanbul
I438087,3617,Clothing,2,600.16,Cash,29/01/2021,Forum Istanbul
I252132,2340,Clothing,5,1500.4,Cash,18/02/2021,Cevahir AVM
I639492,1288,Clothing,5,1500.4,Debit Card,2/7/2021,Metrocity
I278066,3757,Food & Beverage,2,10.46,Cash,1/1/2021,Kanyon
I157404,2278,Food & Beverage,3,15.69,Credit Card,27/03/2022,Mall of Istanbul
I851798,1468,Cosmetics,3,121.98,Credit Card,3/2/2021,Zorlu Center
I251575,1685,Souvenir,3,35.19,Credit Card,2/9/2022,Mall of Istanbul
I159531,984,Clothing,3,900.24,Debit Card,24/05/2021,Kanyon
I752405,2750,Clothing,2,600.16,Credit Card,2/9/2022,Kanyon
I511954,166,Shoes,1,600.17,Credit Card,17/09/2022,Kanyon
I214403,768,Shoes,3,1800.51,Cash,5/6/2022,Metropol AVM
I339699,11,Souvenir,1,11.73,Cash,27/10/2022,Forum Istanbul
I515880,1076,Clothing,2,600.16,Cash,6/12/2021,Emaar Square Mall
I175576,1080,Cosmetics,3,121.98,Cash,15/07/2021,Forum Istanbul
I240101,233,Toys,4,143.36,Cash,30/01/2023,Mall of Istanbul
I738458,1089,Cosmetics,2,81.32,Credit Card,4/12/2022,Mall of Istanbul
I163058,691,Toys,4,143.36,Cash,12/6/2022,Emaar Square Mall
I376258,1548,Clothing,4,1200.32,Credit Card,11/1/2023,Metrocity
I239090,169,Shoes,4,2400.68,Credit Card,23/10/2021,Metropol AVM
I251565,628,Toys,4,143.36,Cash,3/7/2022,Forum Istanbul
I846015,456,Clothing,1,300.08,Debit Card,5/12/2021,Metropol AVM
I232207,290,Shoes,3,1800.51,Debit Card,4/10/2022,Metrocity
I383870,1474,Clothing,5,1500.4,Credit Card,31/01/2021,Istinye Park
I105022,774,Toys,1,35.84,Cash,24/12/2022,Metrocity
I650953,207,Clothing,4,1200.32,Credit Card,25/02/2021,Metropol AVM
I129057,80,Cosmetics,3,121.98,Credit Card,7/3/2021,Forum Istanbul
I678170,558,Souvenir,1,11.73,Credit Card,20/05/2022,Kanyon
I339748,1187,Food & Beverage,2,10.46,Cash,28/02/2021,Metropol AVM
I938104,1138,Technology,5,5250.0,Cash,13/02/2023,Cevahir AVM
I847370,64,Shoes,3,1800.51,Cash,5/11/2022,Forum Istanbul
I340421,1336,Shoes,5,3000.85,Cash,14/08/2021,Viaport Outlet
I280247,207,Books,2,30.3,Credit Card,23/04/2022,Zorlu Center
I122021,894,Clothing,3,900.24,Cash,11/4/2021,Forum Istanbul
I859500,835,Toys,5,179.2,Credit Card,18/01/2022,Cevahir AVM
I340215,401,Food & Beverage,1,5.23,Credit Card,18/01/2023,Cevahir AVM
I623624,1873,Books,5,75.75,Cash,5/1/2021,Mall of Istanbul
I267911,1300,Cosmetics,2,81.32,Cash,30/03/2021,Metrocity
I167915,409,Clothing,5,1500.4,Cash,13/02/2021,Kanyon
I206818,331,Food & Beverage,4,20.92,Debit Card,7/10/2022,Metrocity
I257326,522,Cosmetics,5,203.3,Credit Card,6/9/2022,Emaar Square Mall
I952600,58,Clothing,5,1500.4,Credit Card,16/12/2021,Mall of Istanbul
I273570,345,Souvenir,4,46.92,Credit Card,25/01/2022,Forum Istanbul
I545352,1935,Clothing,4,1200.32,Credit Card,18/04/2021,Metrocity
I306944,236,Clothing,3,900.24,Cash,10/5/2021,Kanyon
I669670,1295,Technology,3,3150.0,Cash,14/07/2021,Forum Istanbul
I461590,531,Shoes,3,1800.51,Credit Card,11/1/2023,Kanyon
I394343,807,Clothing,3,900.24,Cash,7/4/2021,Kanyon
I181156,6395,Shoes,4,2400.68,Credit Card,16/11/2022,Mall of Istanbul
I332026,243,Cosmetics,1,40.66,Debit Card,13/05/2021,Mall of Istanbul
I325744,2522,Cosmetics,1,40.66,Debit Card,26/01/2021,Metropol AVM
I231604,522,Books,4,60.6,Debit Card,4/10/2021,Istinye Park
I318906,1603,Food & Beverage,4,20.92,Debit Card,10/3/2021,Mall of Istanbul
I320209,1987,Clothing,5,1500.4,Cash,19/06/2021,Metrocity
I322902,257,Cosmetics,2,81.32,Cash,20/10/2022,Istinye Park
I181777,327,Books,5,75.75,Credit Card,20/06/2022,Metrocity
I175973,2671,Cosmetics,5,203.3,Cash,19/12/2022,Zorlu Center
I169074,711,Cosmetics,2,81.32,Cash,24/03/2022,Mall of Istanbul
I336945,2036,Shoes,5,3000.85,Cash,16/05/2022,Kanyon
I294173,160,Souvenir,3,35.19,Cash,3/1/2022,Metrocity
I308229,95,Cosmetics,1,40.66,Cash,8/1/2021,Metrocity
I571220,2307,Clothing,4,1200.32,Credit Card,30/06/2021,Emaar Square Mall
I272681,3,Clothing,1,300.08,Cash,9/1/2022,Zorlu Center
I102489,95,Food & Beverage,2,10.46,Debit Card,25/11/2021,Kanyon
I895434,182,Food & Beverage,2,10.46,Debit Card,1/3/2023,Metropol AVM
I131520,523,Clothing,3,900.24,Cash,25/03/2021,Istinye Park
I108791,681,Clothing,4,1200.32,Cash,12/6/2022,Zorlu Center
I331659,209,Cosmetics,2,81.32,Cash,4/4/2021,Kanyon
I540591,19,Souvenir,5,58.65,Cash,10/11/2022,Metrocity
I437564,419,Toys,5,179.2,Debit Card,16/05/2021,Metrocity
I298982,48,Clothing,3,900.24,Credit Card,18/06/2021,Kanyon
I114101,1869,Clothing,3,900.24,Debit Card,26/02/2022,Metropol AVM
I294436,842,Technology,5,5250.0,Credit Card,10/12/2022,Mall of Istanbul
I506217,1397,Technology,2,2100.0,Debit Card,8/4/2021,Metrocity
I119313,301,Souvenir,4,46.92,Cash,7/1/2023,Metropol AVM
I115593,1172,Cosmetics,3,121.98,Cash,28/09/2022,Metropol AVM
I235200,621,Cosmetics,4,162.64,Cash,31/10/2021,Metropol AVM
I226628,3535,Clothing,1,300.08,Credit Card,4/11/2021,Metrocity
I267907,434,Books,4,60.6,Cash,19/10/2022,Mall of Istanbul
I221537,358,Technology,1,1050.0,Debit Card,26/03/2022,Kanyon
I307033,921,Technology,3,3150.0,Cash,2/10/2021,Mall of Istanbul
I253483,927,Shoes,5,3000.85,Credit Card,18/06/2022,Forum Istanbul
I303762,948,Technology,5,5250.0,Credit Card,3/3/2022,Kanyon
I324939,60,Books,4,60.6,Cash,18/03/2021,Kanyon
I704027,1301,Clothing,1,300.08,Debit Card,6/1/2021,Istinye Park
I275160,147,Cosmetics,4,162.64,Debit Card,15/06/2021,Istinye Park
I264204,1364,Souvenir,3,35.19,Cash,1/7/2022,Mall of Istanbul
I548102,856,Clothing,3,900.24,Cash,11/4/2021,Metrocity
I247166,1325,Books,5,75.75,Credit Card,22/11/2022,Viaport Outlet
I115033,445,Cosmetics,2,81.32,Credit Card,23/03/2021,Metrocity
I796223,838,Cosmetics,1,40.66,Cash,7/4/2021,Metrocity
I143663,2063,Food & Beverage,2,10.46,Credit Card,30/04/2022,Metrocity
I231282,47,Clothing,2,600.16,Cash,14/10/2022,Metrocity
I229840,1132,Food & Beverage,2,10.46,Cash,25/11/2022,Istinye Park
I683632,937,Clothing,3,900.24,Credit Card,17/11/2022,Metrocity
I954697,203,Toys,1,35.84,Credit Card,2/5/2022,Viaport Outlet
I707469,384,Cosmetics,1,40.66,Cash,8/3/2023,Kanyon
I142653,237,Clothing,4,1200.32,Credit Card,14/03/2022,Metropol AVM
I231595,809,Cosmetics,3,121.98,Cash,27/09/2022,Kanyon
I155200,693,Clothing,2,600.16,Cash,24/07/2022,Istinye Park
I281881,4096,Souvenir,5,58.65,Debit Card,6/8/2022,Viaport Outlet
I159343,1072,Technology,2,2100.0,Debit Card,14/10/2021,Metropol AVM
I101653,983,Souvenir,2,23.46,Cash,10/4/2021,Kanyon
I173429,713,Shoes,1,600.17,Cash,1/6/2021,Kanyon
I107232,883,Clothing,4,1200.32,Credit Card,12/8/2021,Cevahir AVM
I237796,4552,Clothing,5,1500.4,Cash,23/08/2021,Mall of Istanbul
I324414,264,Clothing,5,1500.4,Credit Card,6/10/2021,Viaport Outlet
I285749,1056,Toys,2,71.68,Debit Card,24/11/2022,Forum Istanbul
I277208,1132,Food & Beverage,5,26.15,Cash,30/11/2021,Mall of Istanbul
I181008,1489,Clothing,4,1200.32,Cash,25/05/2021,Viaport Outlet
I276700,813,Cosmetics,5,203.3,Debit Card,22/12/2022,Metrocity
I806068,393,Cosmetics,3,121.98,Cash,1/6/2022,Emaar Square Mall
I347669,535,Books,1,15.15,Cash,30/04/2021,Mall of Istanbul
I269775,37,Food & Beverage,3,15.69,Cash,29/05/2022,Kanyon
I158837,69,Shoes,2,1200.34,Debit Card,3/9/2021,Metrocity
I177514,633,Clothing,1,300.08,Cash,23/02/2023,Mall of Istanbul
I307469,1396,Food & Beverage,5,26.15,Credit Card,29/08/2022,Viaport Outlet
I336343,61,Clothing,3,900.24,Debit Card,11/10/2022,Emaar Square Mall
I336111,365,Cosmetics,2,81.32,Credit Card,20/01/2023,Kanyon
I434770,1527,Food & Beverage,2,10.46,Credit Card,5/3/2021,Cevahir AVM
I301138,300,Shoes,3,1800.51,Cash,3/9/2021,Mall of Istanbul
I281334,690,Books,3,45.45,Cash,31/05/2022,Kanyon
I151763,2526,Clothing,2,600.16,Cash,27/01/2023,Kanyon
I263738,685,Food & Beverage,3,15.69,Credit Card,16/04/2021,Kanyon
I141327,2756,Shoes,4,2400.68,Debit Card,18/05/2022,Kanyon
I138005,61,Clothing,5,1500.4,Cash,19/02/2023,Istinye Park
I333146,1036,Toys,1,35.84,Cash,4/11/2022,Kanyon
I110457,1598,Food & Beverage,1,5.23,Credit Card,12/7/2021,Metropol AVM
I324269,1515,Clothing,3,900.24,Cash,2/7/2021,Cevahir AVM
I920643,1087,Cosmetics,5,203.3,Credit Card,29/01/2022,Kanyon
I968067,419,Technology,2,2100.0,Debit Card,5/11/2022,Metrocity
